mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__metric,param_knn__n_neighbors,param_knn__weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.01518686612447103,0.0026228963973518094,0.6084844271341959,0.02040171052320464,euclidean,10,distance,"{'knn__metric': 'euclidean', 'knn__n_neighbors': 10, 'knn__weights': 'distance'}",0.8101298367399409,0.8101054255592698,0.8117768063769607,0.8106706895587238,0.0007822061911138918,1
0.014178276062011719,0.0029084759435711576,2.6660828590393066,0.24003498097108422,manhattan,1,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 1, 'knn__weights': 'uniform'}",0.7698933024810387,0.7724350732836205,0.7675494985857547,0.769959291450138,0.0019950732551527422,36
0.017272790273030598,0.003885487096435903,2.319850444793701,0.3162135968869747,manhattan,1,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 1, 'knn__weights': 'distance'}",0.7698933024810387,0.7724350732836205,0.7675494985857547,0.769959291450138,0.0019950732551527422,36
0.011088689168294271,0.00035493351440637273,2.552418867746989,0.25383892849799494,manhattan,2,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 2, 'knn__weights': 'uniform'}",0.7556241162103098,0.7531499100025714,0.7489071740807406,0.7525604000978738,0.0027736821902539207,40
0.013606548309326172,0.0003335179092346054,2.2301814556121826,0.06013239410040075,manhattan,2,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 2, 'knn__weights': 'distance'}",0.7698933024810387,0.7724350732836205,0.7675494985857547,0.769959291450138,0.0019950732551527422,36
0.012965043385823568,0.0008881173748633564,2.3899510701497397,0.070717978189019,manhattan,3,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 3, 'knn__weights': 'uniform'}",0.7810772592878262,0.7819490871689381,0.7793777320647981,0.7808013595071875,0.0010677257090389396,32
0.013421456019083658,0.002978065060911573,2.255396842956543,0.08449446152081215,manhattan,3,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 3, 'knn__weights': 'distance'}",0.7925183185499421,0.7909488300334276,0.7910773977886346,0.7915148487906681,0.0007114989272668524,26
0.013248840967814127,0.001045449535398755,2.9167577425638833,0.39331650979135624,manhattan,4,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 4, 'knn__weights': 'uniform'}",0.7863478596220594,0.7894060169709437,0.7864489586011828,0.7874009450647287,0.0014184005693537584,31
0.011338154474894205,0.0007148235216068722,1.9863852659861247,0.016716291709009342,manhattan,4,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 4, 'knn__weights': 'distance'}",0.7963748553798689,0.8016199537156081,0.7949344304448445,0.7976430798467739,0.0028729021708396646,21
0.014728148778279623,0.0033374846243456138,2.8059588273366294,0.20634968841495716,manhattan,5,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 5, 'knn__weights': 'uniform'}",0.7931610746882632,0.7921059398302905,0.7895345847261507,0.7916005330815682,0.0015230308264699043,25
0.022589683532714844,0.009022603489426746,2.303757667541504,0.19888431642697837,manhattan,5,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 5, 'knn__weights': 'distance'}",0.798688777477825,0.8030341990228851,0.7994343018770892,0.8003857594592665,0.0018973008457771568,13
0.02903612454732259,0.020638764495798302,2.6209218502044678,0.26102739309402506,manhattan,6,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 6, 'knn__weights': 'uniform'}",0.7938038308265843,0.7909488300334276,0.7894060169709437,0.7913862259436519,0.0018218448642199443,27
0.011506319046020508,0.0017732202050823142,2.4328264395395913,0.15980289115342775,manhattan,6,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 6, 'knn__weights': 'distance'}",0.8017740069417663,0.804577012085369,0.7984057598354333,0.8015855929541895,0.0025229233646863187,8
0.012308597564697266,0.0006381628868501588,2.4732996622721353,0.14302688367879815,manhattan,7,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 7, 'knn__weights': 'uniform'}",0.7911042550456356,0.7930059141167395,0.7921059398302905,0.7920720363308886,0.0007767191217472203,23
0.011939207712809244,0.0007404471283050132,2.172382434209188,0.058845990203200756,manhattan,7,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 7, 'knn__weights': 'distance'}",0.798688777477825,0.8029056312676781,0.8004628439187452,0.8006857508880828,0.001728723924167602,10
0.014211813608805338,0.0012133299492345497,2.65679931640625,0.18129274519398045,manhattan,8,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 8, 'knn__weights': 'uniform'}",0.7899472939966576,0.7909488300334276,0.7876060683980458,0.789500730809377,0.0014007326292386697,29
0.009382883707682291,0.0012701650892161286,2.3502261638641357,0.14707412134670475,manhattan,8,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 8, 'knn__weights': 'distance'}",0.7989458799331534,0.803419902288506,0.7989200308562613,0.8004286043593069,0.002115193374866278,12
0.012514114379882812,0.00319634817418415,2.585670232772827,0.13795298786330498,manhattan,9,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 9, 'knn__weights': 'uniform'}",0.7913613575009641,0.7936487528927745,0.7908202622782207,0.7919434575573198,0.001225892911544251,24
0.024885813395182293,0.01404631000788703,2.221637805302938,0.23667530171159884,manhattan,9,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 9, 'knn__weights': 'distance'}",0.7966319578351974,0.8025199280020571,0.8014913859604011,0.8002144239325518,0.0025677515698738235,14
0.01218875249226888,0.00235548357337786,2.549403111139933,0.1827383854895789,manhattan,10,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 10, 'knn__weights': 'uniform'}",0.7917470111839569,0.7936487528927745,0.7876060683980458,0.7910006108249257,0.0025227424360115083,28
0.01072398821512858,0.0026362596842315965,1.9610416889190674,0.24345352888792524,manhattan,10,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 10, 'knn__weights': 'distance'}",0.7974032652011827,0.8014913859604011,0.7981486243250193,0.7990144251622011,0.0017777122288185879,16
