mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgb__colsample_bytree,param_xgb__learning_rate,param_xgb__max_depth,param_xgb__n_estimators,param_xgb__subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
12.942659854888916,1.4114795281428265,0.6182165940602621,0.10881382436105001,0.8,0.1,3,200,0.8,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 3, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.8367399408664353,0.8236050398560041,0.8311905374132168,0.8305118393785521,0.005383733488026703,35
12.87730081876119,1.0297376738559945,0.7572859128316244,0.2353971476381438,0.8,0.1,3,200,1.0,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 3, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8318549942151947,0.8156338390331704,0.8241193108768321,0.8238693813750656,0.006624616588991803,41
9.81613270441691,1.282276098743088,0.575732151667277,0.0698105737446464,0.8,0.1,5,100,0.8,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 5, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.8381540043707417,0.8239907431216251,0.8320905116996657,0.8314117530640108,0.00580201271208472,33
10.473901669184366,0.09828924403283935,0.7236233552296957,0.29020383304501424,0.8,0.1,5,100,1.0,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 5, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8317264429875305,0.8209051169966572,0.8283620467986629,0.826997868927617,0.004521873505386604,39
18.040903568267822,1.1937894106908693,1.3020025094350178,0.1898039359952851,0.8,0.1,5,200,0.8,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.8537087029181128,0.8408331190537414,0.8509899717150938,0.8485105978956494,0.005541097115465245,11
19.13786554336548,1.275789883679538,1.251583417256673,0.1449956606826064,0.8,0.1,5,200,1.0,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8504949222265072,0.8398045770120853,0.8459758292620211,0.8454251095002046,0.004381654131559589,18
14.209653774897257,1.9106931850535587,0.7957008679707845,0.025553444575354977,0.8,0.1,7,100,0.8,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.8443244632986245,0.8293905888403188,0.8423759321162253,0.8386969947517229,0.006628528578956175,29
13.354007164637247,1.5515188636181925,0.7655086517333984,0.049572914225126205,0.8,0.1,7,100,1.0,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8390538629643913,0.8275906402674209,0.8386474672152224,0.8350973234823448,0.005310618861812103,31
25.132479031880695,1.697906960681891,2.2473392486572266,0.29136550634235425,0.8,0.1,7,200,0.8,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.8553798688777478,0.8440473129339162,0.8512471072255079,0.8502247630123906,0.004682634359886796,6
27.374067942301433,2.203800901620581,1.806049108505249,0.1933770344131954,0.8,0.1,7,200,1.0,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8525517418691348,0.8422473643610182,0.847775777834919,0.847524961355024,0.004210481416448336,14
7.22430944442749,0.8739232301241305,0.3157076835632324,0.02932827968063397,0.8,0.2,3,100,0.8,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.8349402236791361,0.8221907945487272,0.8241193108768321,0.8270834430348986,0.0056110929045770355,38
6.576151053110759,0.9169511307877611,0.3028100331624349,0.024961237783778883,0.8,0.2,3,100,1.0,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8308265843938809,0.8142195937258936,0.8225764978143482,0.8225408919780408,0.00677982229822871,42
13.936218023300171,1.0305718754722941,0.6348512967427572,0.06569196163138671,0.8,0.2,3,200,0.8,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 3, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.8521660881861421,0.8430187708922602,0.8448187194651582,0.8466678595145202,0.003956668852317889,15
13.240704536437988,1.8524161372672203,0.5793341000874838,0.047536324991333014,0.8,0.2,3,200,1.0,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 3, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8459956292582594,0.8333761892517356,0.8416045255849833,0.8403254480316594,0.005230652990473637,28
11.100781599680582,0.9331462649298986,0.6458316644032797,0.04418062556296782,0.8,0.2,5,100,0.8,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 5, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.8511376783648283,0.8385188994600155,0.8455901259964002,0.8450822346070813,0.005164097888927995,20
9.412100235621134,0.8281540033659248,0.6567763487497965,0.07716837430506947,0.8,0.2,5,100,1.0,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 5, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8462527317135878,0.8349190023142196,0.8409616868089483,0.8407111402789186,0.004630366126438863,27
19.741466283798218,0.7986637624532453,1.6254644393920898,0.34342439316841394,0.8,0.2,5,200,0.8,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.8580794446586965,0.846747235793263,0.8526613525327847,0.8524960109949147,0.004627831948156053,2
19.55275011062622,0.27307776352869684,1.1000255743662517,0.04132879024724964,0.8,0.2,5,200,1.0,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8546085615117625,0.8444330161995371,0.8513756749807149,0.8501390842306714,0.004245177508075663,7
14.054839372634888,1.2685641151679758,0.9005147616068522,0.07319650753141985,0.8,0.2,7,100,0.8,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.8494665124051934,0.8365903831319105,0.8498328619182309,0.845296585818445,0.006158031444419597,19
11.942545652389526,1.1372831289729652,0.911992073059082,0.15293248238921264,0.8,0.2,7,100,1.0,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8472811415349016,0.8358189766006685,0.8452044227307791,0.8427681802887831,0.0049864325371971755,23
19.872193177541096,0.2328283046155058,1.5739299456278484,0.10882252533127384,0.8,0.2,7,200,0.8,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 7, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.8547371127394267,0.8410902545641553,0.8562612496785806,0.8506962056607209,0.006820873390044716,4
22.59626563390096,2.5730111780671128,1.6817608674367268,0.09603880713503508,0.8,0.2,7,200,1.0,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 7, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8513947808201568,0.8421187966058112,0.8508614039598869,0.848124993795285,0.004252601261024409,13
7.3680031299591064,1.4373196945490851,0.2818426291147868,0.018727971063573667,1.0,0.01,3,100,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.6500835582979817,0.6598097197222936,0.6560812548212909,0.6553248442805221,0.00400655061056956,71
6.756884574890137,1.3604675660762446,0.25871753692626953,0.015783782448423298,1.0,0.01,3,100,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.6408278699061576,0.653252764206737,0.6492671637953201,0.6477825993027383,0.005179925893589507,72
14.409543514251709,1.4679647016719077,0.631222645441691,0.05667953989720602,1.0,0.01,3,200,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 3, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.6847923897673223,0.6923373617896631,0.6928516328104911,0.6899937947891588,0.003683936239188171,67
15.00273863474528,0.8467933306002523,0.6201411883036295,0.02946607456521484,1.0,0.01,3,200,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 3, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.6804216480267387,0.6877089226022114,0.6886088968886603,0.6855798225058702,0.003665838821419526,68
12.538317282994589,0.5386502863014814,0.7337965170542399,0.147927344390287,1.0,0.01,5,100,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 5, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.7400694176629387,0.7423502185651839,0.7399074312162509,0.7407756891481245,0.0011153226935485911,63
13.580743551254272,2.7135767168951626,0.691653331120809,0.13430109723913072,1.0,0.01,5,100,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 5, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.732741997686078,0.7294934430444845,0.7239650295705837,0.728733490100382,0.0036232525611700523,64
23.63285764058431,1.2738075493453151,1.5172115166982014,0.31636310516494215,1.0,0.01,5,200,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.7655225607404551,0.7631781949087169,0.7629210593983029,0.7638739383491583,0.00117046899702438,58
24.117985169092815,1.734068920865473,1.6180476347605388,0.6686482876575263,1.0,0.01,5,200,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.7581951407635943,0.7561069683723323,0.7526356389817433,0.7556459160392234,0.0022929518029532526,60
20.067132870356243,3.2447510468416176,1.2132089138031006,0.1222011627620705,1.0,0.01,7,100,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.7768350687749068,0.7721779377732065,0.7738493185908975,0.7742874417130036,0.0019263404327623426,55
20.820026715596516,1.8698570348266168,0.8756268819173177,0.06358102047024373,1.0,0.01,7,100,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.7661653168787762,0.7585497557212652,0.7622782206222679,0.7623310977407698,0.0031092646427725817,59
37.47195609410604,1.994973396127124,2.103168567021688,0.39148116401183525,1.0,0.01,7,200,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 7, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.7929039722329349,0.7872203651324248,0.7904345590125996,0.7901862987926531,0.0023269539847689405,49
36.49629290898641,3.368456017932809,1.8903841972351074,0.42661581448508323,1.0,0.01,7,200,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 7, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.7839053862964391,0.7755206994085884,0.781820519413731,0.7804155350395862,0.003564288556455317,54
6.912970463434855,0.6281415456798466,0.30188171068827313,0.12987775091662992,1.0,0.1,3,100,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.79701761151819,0.7910773977886346,0.7901774235021857,0.7927574776030034,0.003034693192681291,48
5.5923105875651045,0.37704579573150027,0.32610805829366046,0.1681530282344247,1.0,0.1,3,100,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.794189484509577,0.7860632553355619,0.7882489071740807,0.7895005490064065,0.0034335458449902623,50
11.22872527440389,0.3336908509293156,0.5139804681142172,0.07377516090831732,1.0,0.1,3,200,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 3, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.8362257359557784,0.8268192337361789,0.8297762921059398,0.8309404205992991,0.003927422170976839,34
11.225861549377441,0.29543969250476043,0.5148728688557943,0.1471400777996931,1.0,0.1,3,200,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 3, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8285126622959249,0.8166623810748265,0.8207765492414503,0.8219838642040672,0.004912602726254087,44
9.193077087402344,0.8581689403048054,0.4799070358276367,0.027613892399966714,1.0,0.1,5,100,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 5, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.8364828384111068,0.8215479557726922,0.8327333504757007,0.8302547148864999,0.0063440473749725385,36
8.551844358444214,1.0150270789696572,0.5323537985483805,0.07265094442983396,1.0,0.1,5,100,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 5, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8337832626301581,0.8151195680123425,0.82591925944973,0.8249406966974102,0.007650776125855483,40
17.371304670969646,1.144526168483121,0.9747587839762369,0.15648862207110975,1.0,0.1,5,200,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.8565368299267258,0.8422473643610182,0.847004371303677,0.8485961885304736,0.005941246676191246,10
16.991100152333576,1.345984219012946,0.9286728700002035,0.0731316817304018,1.0,0.1,5,200,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8486952050392081,0.8329904859861147,0.8450758549755721,0.842253848666965,0.006714776731880866,24
12.435730536778768,1.7716395406516305,0.8200374444325765,0.15775570963521926,1.0,0.1,7,100,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.8435531559326391,0.8324762149652867,0.8392903059912574,0.8384398922963944,0.0045619482598162455,30
13.020636002222696,1.446300214041217,0.7094491322835287,0.07042811428069774,1.0,0.1,7,100,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8363542871834426,0.827976343533042,0.8356904088454615,0.8333403465206487,0.003802593820907054,32
22.08897598584493,1.274299744687554,1.3043935298919678,0.12550483300132795,1.0,0.1,7,200,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.853837254145777,0.8435330419130882,0.8503471329390588,0.8492391429993079,0.004279013025922011,8
21.542107741038006,0.8054812363238193,1.5318458080291748,0.3133485035052305,1.0,0.1,7,200,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8477953464455585,0.8386474672152224,0.8443044484443302,0.8435824207017038,0.0037693427056579667,22
6.180232604344686,0.32146898729877516,0.2457584540049235,0.018590198642510034,1.0,0.2,3,100,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.8327548528088443,0.8229622010799691,0.8286191823090768,0.8281120787326302,0.004013881952980559,37
6.318876345952352,0.5201896602598749,0.2593499819437663,0.030117515517961005,1.0,0.2,3,100,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8283841110682607,0.8162766778092054,0.8212908202622782,0.8219838697132481,0.004967073127891768,43
12.212660789489746,1.4420848451270947,0.7173213164011637,0.288351477226351,1.0,0.2,3,200,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 3, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.8512662295924927,0.8439187451787091,0.8494471586526099,0.8482107111412706,0.003124418200659751,12
10.781121492385864,1.016146368603301,0.4741216500600179,0.04363836405647376,1.0,0.2,3,200,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 3, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8465098341689163,0.8356904088454615,0.8422473643610182,0.8414825357917987,0.004449997238776267,26
8.163517157236734,1.1559500985311078,0.46238160133361816,0.04060692159467578,1.0,0.2,5,100,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 5, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.8516518832754852,0.8400617125224994,0.847390074569298,0.8463678901224276,0.004786554801622986,16
9.94452198346456,1.0674879704554414,0.7590447266896566,0.12960105052830356,1.0,0.2,5,100,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 5, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8476667952178943,0.8355618410902546,0.8422473643610182,0.8418253335563891,0.0049508289614371885,25
16.21118664741516,1.9835178595168699,1.075968583424886,0.1691636992553482,1.0,0.2,5,200,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.8587222007970177,0.8508614039598869,0.8553612753921317,0.8549816267163454,0.003220365565835775,1
16.4337321917216,0.21931558473874022,0.8620314598083496,0.055903138939966,1.0,0.2,5,200,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8569224836097185,0.8448187194651582,0.8499614296734379,0.8505675442494383,0.00495989299455917,5
11.527778307596842,0.7999310983354949,0.9626631736755371,0.22002170705003243,1.0,0.2,7,100,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__subsample': 0.8}",0.8506234734541714,0.8398045770120853,0.8472615068140911,0.8458965190934493,0.004521026702293263,17
11.884437163670858,1.1536027812757326,0.8212108612060547,0.1893882511846281,1.0,0.2,7,100,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8498521660881861,0.8368475186423245,0.8446901517099511,0.8437966121468206,0.005346589162631212,21
17.80465332667033,1.4060971923846122,1.2393967310587566,0.08723434143343416,1.0,0.2,7,200,0.8,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 7, 'xgb__n_estimators': 200, 'xgb__subsample': 0.8}",0.8575652397480396,0.8466186680380561,0.8521470815119568,0.8521103297660174,0.004468994746664686,3
16.44367814064026,3.3111066936760856,0.9192731380462646,0.051784759420141276,1.0,0.2,7,200,1.0,"{'xgb__colsample_bytree': 1, 'xgb__learning_rate': 0.2, 'xgb__max_depth': 7, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8549942151947552,0.8419902288506043,0.8506042684494729,0.8491962374982774,0.005401408987746255,9
